3,3
4,2
6,6
8,6
7,4
4,3
1,0
1,1
10,9
2,1
4,3
3,2
1,5
4,2
2,1
2,1
2,2
4,3
3,3
3,2
2,3
8,7
3,2
24,17
10,8
1,2
3,2
1,1
3,2
1,1
1,2
10,7
11,16
4,3
2,2
3,3
24,18
1,1
3,2
17,14
3,2
1,1
1,1
4,3
3,3
20,2
3,3
9,9
4,5
8,6
2,1
3,3
3,2
9,8
2,2
3,3
3,2
16,14
1,2
2,2
23,16
4,6
7,8
1,1
8,9
4,3
3,3
3,2
4,2
1,1
2,1
2,3
2,2
0,0
3,3
3,2
3,3
3,3
3,2
1,2
2,2
3,2
4,3
3,2
2,0
2,1
1,1
1,1
2,1
40,33
3,2
2,2
17,21
1,0
4,3
1,0
1,1
1,1
17,9
2,2
9,10
12,10
8,7
3,2
6,4
3,3
9,7
1,1
2,1
3,2
4,3
4,3
6,7
1,1
3,3
36,32
3,1
2,2
22,11
3,3
4,3
3,3
3,3
2,1
3,2
3,2
3,3
2,2
2,1
3,3
3,2
20,16
1,1
3,3
1,0
8,7
3,2
3,2
8,8
3,2
36,29
3,3
11,8
14,9
2,1
0,1
8,7
5,7
10,8
3,2
18,14
4,3
44,33
20,17
4,3
9,8
2,2
19,18
2,2
14,22
1,1
4,3
2,1
2,2
1,2
17,15
3,2
2,2
2,2
2,2
4,3
6,5
20,16
6,8
3,2
2,1
2,1
16,20
3,3
1,3
2,1
3,3
9,16
3,3
3,3
11,9
1,2
3,2
18,17
2,3
3,2
4,2
8,13
3,1
9,6
3,2
1,0
16,12
8,6
10,9
2,1
2,2
1,1
8,7
2,2
3,1
3,2
3,2
9,9
1,0
3,2
9,7
19,13
2,2
4,3
1,1
34,38
3,2
2,1
9,7
24,19
7,7
8,6
0,0
5,3
10,9
4,3
3,2
0,0
2,2
1,1
10,9
11,14
13,13
3,2
2,2
3,2
7,7
2,0
3,2
9,7
20,15
10,12
3,3
9,8
3,2
30,27
0,0
4,3
28,26
2,2
2,2
1,0
14,14
11,9
4,3
3,2
1,0
25,25
3,2
34,33
14,13
2,1
8,6
4,3
1,0
3,2
40,36
2,1
4,3
3,3
3,2
4,3
45,37
0,0
6,4
4,3
9,10
34,19
2,3
3,3
3,1
6,7
3,1
2,2
0,1
4,3
3,3
0,0
1,1
16,19
2,1
1,0
1,1
6,7
3,2
3,2
3,1
4,3
3,2
2,2
3,2
4,3
28,18
3,2
1,0
1,0
1,1
22,24
15,12
2,2
21,15
4,3
21,21
3,1
9,8
2,2
1,0
31,27
3,2
3,2
2,2
1,1
3,2
13,14
1,1
2,2
2,1
